0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 299 1 0
0.000000 298 2 0
0.000000 298 2 0
0.000000 298 2 0
0.000000 298 2 0
0.000000 298 2 0
0.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
1.000000 298 2 0
2.000000 298 2 0
2.000000 298 2 0
